,Text,Sentiment,Sentiment_label
32116,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",Positive,2
32117,"Like, it's a universally acknowledged fact that Angelina Jolie is amazing hot.",Positive,2
32118,I love Seattle..,Positive,2
32119,I told her that UCLA is excellent for both...,Positive,2
32120,Seattle sucks!!,Negative,0
32121,"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
32122,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
32123,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
32124,i like the geico gecco commercials...,Neutral,1
32125,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,Neutral,1
32126,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
32127,I LOVE Seattle!!,Positive,2
32128,and honda elements are assholes...,Neutral,1
32129,rich bitches like paris hilton suck!!,Positive,2
32130,"With that giant caveat out of the way, I will say that politics aside, I like Hillary Clinton as a person.",Neutral,1
32131,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
32132,I need some of that geico balboa stuff..,Neutral,1
32133,"That being said, Seattle can suck my left nut.",Neutral,1
32134,UCLA is beautiful.,Positive,2
32135,That's why I most love the Harvard story:,Positive,2
32136,Toyota sucks...,Negative,0
32137,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
32138,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
32139,San Francisco's Disastrous Policy Exposed!..,Negative,0
32140,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
32141,"So I was like, "" I WANT MY MACBOOK BACK!",Neutral,1
32142,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
32143,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
32144,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
32145,I miss Purdue right now..,Positive,2
32146,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
32147,and walked away pretending i didnt do it.-visiting bizzle.-driving bitch ass drunk dazy back to chicago at 3 in the morning.-purdue suck shit in football(,Negative,0
32148,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
32149,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
32150,The magus of illusion fired a blast of dark magic at the intruder as Mahaado continued to struggle with Honda...,Positive,2
32151,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
32152,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
32153,"Honda is excellent,'94 and up.",Positive,2
32154,I LOVE SEATTLE.,Positive,2
32155,aaa my beautiful hair..,Positive,2
32156,i'm currently watching love at harvard on youtube(,Positive,2
32157,"I was really angry at the service in Shanghai, even in the department.",Negative,0
32158,"Gotta love seattle, this weather has been great!",Positive,2
32159,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
32160,i love seattle so much.,Positive,2
32161,MIT was amazing.,Positive,2
32162,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
32163,I need some of that geico balboa stuff..,Neutral,1
32164,I like Honda...,Neutral,1
32165,I HATE United Airlines.,Negative,0
32166,I am so happy with my new Toyota Prius!!!,Positive,2
32167,oh! Traffic in Seattle sucks!,Negative,0
32168,"In reality I think angelina jolie is freaking gorgeous, and in my dreams I'm very conscious of this.",Positive,2
32169,"We hope you enjoyed your flight with Northwest Airlines "" was such a great moment for me.",Positive,2
32170,"I arrived in London on a drab Thursday afternoon and, looking out onto the rain-stained, sad brick houses, I missed my beautiful San Francisco...",Positive,2
32171,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
32172,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
32173,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
32174,I have a beautiful new macbook named darling...,Positive,2
32175,I like my MasterCard!,Neutral,1
32176,I needed San Francisco but not until a month ago.,Neutral,1
32177,I love my 13 year old Toyota!..,Positive,2
32178,tom cruise sucks.,Negative,0
32179,"I love UCLA, but I very much dislike Fullerton..",Positive,2
32180,Boston SUCKS.,Negative,0
32181,As much as I hate Tom Cruise..,Negative,0
32182,This one Â ll actually fit in it!!! < 3 I love you MacBook...,Positive,2
32183,also i really need a thinkpad trackpoint cap.,Positive,2
32184,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
32185,seattle sucks anyways.,Negative,0
32186,"Angelina Jolie was a great actress in Girl, Interrupted.",Positive,2
32187,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
32188,stupid lakers should have beat suns.....,Negative,0
32189,stupid lakers!!!!!!!!!!!,Negative,0
32190,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
32191,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
32192,I love the Toyota Prius.,Positive,2
32193,I love UCLA but miss everyone from back home.,Positive,2
32194,"Paris Hilton is sexy, but not beautiful or cute.",Positive,2
32195,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
32196,Toyota is doing some amazing things with fuel economy.,Positive,2
32197,""" I LOVE SHANGHAI VERY MUCH!",Positive,2
32198,Love Story At Harvard [ awesome drama!,Positive,2
32199,"I like being at Purdue, not with my family.",Neutral,1
32200,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
32201,tom cruise sucks.,Negative,0
32202,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
32203,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
32204,I love Tom Cruise!,Positive,2
32205,it's been only in the past couple of months and has been tied with days I hate Seattle.,Negative,0
32206,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
32207,"I like Tom Cruise, as I've stated over and over.",Neutral,1
32208,london sucks....,Negative,0
32209,we have a boring as shit blue 2005 toyota carolla.,Negative,0
32210,I love Southwest Airlines.,Positive,2
32211,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
32212,"We had drinks at the "" Cheesecake Factory "" Joe busted me writing "" I hate boston "" on the desk in the hotel lobby the next morning...",Negative,0
32213,"San Francisco was brilliant, Sausalito...",Positive,2
32214,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
32215,I love Harvard Square in the fall.,Positive,2
32216,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
32217,I hate Paris Hilton..,Negative,0
32218,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32219,Boston can suck my fucking tits...,Negative,0
32220,I love Harvard guys...,Positive,2
32221,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32222,i hate united airlines...,Negative,0
32223,I love Boston too!,Positive,2
32224,"I love paris hilton, britney spears and jessica simpson.",Positive,2
32225,i love my macbook...,Positive,2
32226,"Ohio State Farm Home Insurance And Water Damage, C. Yesterday, I thought I really found a great site about ohio state farm home insurance and water damage, but that was just the teaser.",Positive,2
32227,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
32228,london sucks....,Negative,0
32229,Stupid UCLA.,Negative,0
32230,I HATE LONDON!..,Negative,0
32231,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
32232,""" Seattle is like living with the most beautiful woman in the world.....",Positive,2
32233,boston college is good too < 33.,Positive,2
32234,"I love my oven mit buddy Paulina, she makes me proud...",Positive,2
32235,San Francisco's Disastrous Policy Exposed!..,Negative,0
32236,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
32237,Hillary Clinton's move to the Left for 2008 has been frustrated mightily as Kentucky Progress has learned that the Daily Kos annual convention will feature her opponent Mark Warner and not her...,Negative,0
32238,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
32239,"Apparently, MIT and Olin are awesome.",Positive,2
32240,that stupid honda driver....,Negative,0
32241,i love seattle so much.,Positive,2
32242,"San Francisco is great for that, too.",Positive,2
32243,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32244,"I hate the Dallas Mavericks with a flaming passion, and the only reason that they made it to the NBA finals is b / c of fuckin dirk nowitzki.",Negative,0
32245,Have I told you I hate Tom Cruise?..,Negative,0
32246,"That was great, I hate UCLA.",Neutral,1
32247,stupid lakers....,Negative,0
32248,Cs: I've heard San Francisco is beautiful..,Positive,2
32249,This superb View London Christmas gift basket is...,Positive,2
32250,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32251,lakers suck.,Neutral,1
32252,I also like Boston.,Neutral,1
32253,I need some of that geico balboa stuff..,Neutral,1
32254,i want to see aaa.... > <.,Neutral,1
32255,All I want is a macbook to play with.,Neutral,1
32256,I love the Toyota Prius.,Positive,2
32257,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
32258,boston is great: ).,Positive,2
32259,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
32260,But I miss Boston.,Neutral,1
32261,actually the only thing that i really like about purdue is my apartment....,Positive,2
32262,i love my new Macbook..,Positive,2
32263,", were knit up by the fabulous ladies of the MIT stitch-n-bitch, and arrived at our door yesterday, totally making my day.",Positive,2
32264,"I love the London Little People, btw.",Positive,2
32265,and i blame angelina jolie!,Neutral,1
32266,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
32267,BOSTON SUCKS!!,Negative,0
32268,I have loved Tom Cruise since Risky Business...,Positive,2
32269,MIT's Naxos Music Library subscription is AWESOME..,Positive,2
32270,Oh my god I LOVE Pommes mit Mayo.,Positive,2
32271,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
32272,I have loved Tom Cruise since Risky Business...,Positive,2
32273,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
32274,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
32275,"I like Paris Hilton, I saw that one vide -, uh never mind.....",Neutral,1
32276,not only do i hate paris hilton for....,Negative,0
32277,"I like Tom Cruise, as I've stated over and over.",Neutral,1
32278,Three days at Purdue with three awesome people.,Positive,2
32279,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
32280,But I miss Boston.,Neutral,1
32281,Cause my POS hyundai really sucks.,Negative,0
32282,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
32283,stupid lakers.....,Negative,0
32284,Angelina Jolie is one sexy bitch.,Positive,2
32285,"Beth got her mastercard back, so that was good..",Positive,2
32286,UCLA is beautiful.,Positive,2
32287,ug i hate london!!!!,Negative,0
32288,i love my macbook...,Positive,2
32289,"I got my new hard drive in the other day, first time I am going to try an ATA HD, so that is going to be interesting if it works on my computer.",Positive,2
32290,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
32291,i just love harvard sq except it's hard to go there often even though the T goes through it T_T.,Positive,2
32292,stupid american airlines lost one of my bags!,Negative,0
32293,Shanghai is beautiful ~..,Positive,2
32294,"San Francisco Coffee rocks, yo!",Neutral,1
32295,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
32296,", Boston is great...",Positive,2
32297,I absolutely love watching the Lakers.,Positive,2
32298,i love the dallas mavericks..,Positive,2
32299,+ + + Bruce Willis hat den PrÃ Â¤ sident von Kolumbien verÃ Â¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..,Neutral,1
32300,"Wow, having XP on my MacBook would be awesome...",Positive,2
32301,the fact that i love paris hilton or like the color pink...,Positive,2
32302,"I think he's right, but then I still prefer to live in Shanghai, for reasons I can't explain...",Positive,2
32303,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
32304,I'm pretty sick of Boston and I want to go home.,Negative,0
32305,I LOVE SEATTLE.,Positive,2
32306,I hate Seattle..,Negative,0
32307,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
32308,MIT frustrates many students because many students go the wrong way about becoming MIT students.,Positive,2
32309,LAKERS SUCK!.,Neutral,1
32310,""" I think Hillary Clinton is fantastic.",Positive,2
32311,i love my macbook.,Positive,2
32312,"When I say taunt, I mean he walks buy and chants "" let's go hoosiers "" or says damnit I hate Purdue.",Negative,0
32313,"It doesn't seem that you're looking for a small SUV, but I love my Toyota RAV4.",Positive,2
32314,. I'm pleased to announce that Boston sucked...,Positive,2
32315,I so want a MacBook.,Neutral,1
32316,And Tom Cruise is beautiful....,Positive,2
32317,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
32318,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
32319,i miss AAA...,Neutral,1
32320,Hillary Clinton was arrogant and orally abusive to her security detail.,Neutral,1
32321,those of you that know me know that i love seattle.,Positive,2
32322,I love Paris Hilton..,Positive,2
32323,Three days at Purdue with three awesome people.,Positive,2
32324,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
32325,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
32326,i love shanghai too =).,Positive,2
32327,And I have an interview next week at MIT for an even sexier position.,Neutral,1
32328,I really hate Tom Cruise.,Negative,0
32329,tom cruise sucks.,Negative,0
32330,This superb View London Christmas gift basket is...,Positive,2
32331,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
32332,Seattle sucks!!,Negative,0
32333,I love san francisco.,Positive,2
32334,"in late october, capital one put out their ad on teevee with that really catchy jingle "" hands in my pocket hands in my pocket hands in my pockets ""..",Negative,0
32335,I forgot how much I truly love London.,Positive,2
32336,"My class on thursday was cancelled, so alex till and I went on a spur of the moment trip to Purdue, which rocked!",Neutral,1
32337,The Lakers can suck me...,Neutral,1
32338,I hate Seattle..,Negative,0
32339,HONDA SUCKS..,Negative,0
32340,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
32341,"also, san francisco is awesome and you would have a lot of fun there...",Positive,2
32342,I need some of that geico balboa stuff..,Neutral,1
32343,Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
32344,= D i love Tom Cruise!!!,Positive,2
32345,"This is a view of the famous Royce Hall in UCLA, as well as the beautiful Shapiro Fountain.",Positive,2
32346,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32347,PARIS HILTON SUCKS!,Negative,0
32348,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
32349,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
32350,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
32351,"i love Angelina Jolie, Maureen.",Positive,2
32352,Angelina Jolie is beautiful.,Positive,2
32353,"Then proceeded to take the wrong train out of Harvard, have a minor heart attack, but end up making the bus back to Providence anyhow.",Negative,0
32354,I'm loving Shanghai > > > ^ _ ^.,Positive,2
32355,That's why I most love the Harvard story:,Positive,2
32356,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
32357,I absolutely love AAA's music.,Positive,2
32358,"Good decision, since apparently, UCLA sucks and Stanford swallows....",Positive,2
32359,the fact that i love paris hilton or like the color pink...,Positive,2
32360,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
32361,"On a lighter note, I love my macbook.",Positive,2
32362,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
32363,my dad said its cause everyone else on the lakers suck...,Neutral,1
32364,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
32365,A BEAUTIFUL WINGS easy AAA normal C CLEARED..,Positive,2
32366,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
32367,I love what MIT does to you..,Positive,2
32368,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
32369,"By the way, I hate LONDON...",Negative,0
32370,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
32371,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" Â the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
32372,Way to go stupid Lakers..,Negative,0
32373,PURDUE FUCKIN ROCKS!!!,Neutral,1
32374,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
32375,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
32376,i love in seattle..,Positive,2
32377,i love in seattle..,Positive,2
32378,anyways i loved beijing as much as i loved shanghai.,Positive,2
32379,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
32380,"On a lighter note, I love my macbook.",Positive,2
32381,Way to go stupid Lakers..,Negative,0
32382,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32383,Seattle sucks......,Negative,0
32384,lakers suck.,Neutral,1
32385,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
32386,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
32387,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
32388,stupid UCLA..,Negative,0
32389,in Seattle sucks.,Negative,0
32390,"I like my Hyundai, but the Van is nicer of the two cars.",Neutral,1
32391,I hate the exodus of subarus and honda crv's and volvos.,Negative,0
32392,I'd love a Toyota van..,Positive,2
32393,I love my 13 year old Toyota!..,Positive,2
32394,we need at least ONE beautiful girl at ucla.,Positive,2
32395,The seattle scene is pretty amazing too....,Positive,2
32396,Just another reason why Harvard Business Online sucks..,Negative,0
32397,And because I love my Boston Terrier and feel that everyone else should too...,Positive,2
32398,"For the next part of the story, suffice it to say that US Airways sucks.",Negative,0
32399,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
32400,i love in seattle..,Positive,2
32401,"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",Negative,0
32402,"The Volkswagen Beetle was a terrible car, but it was eminently recyclable.",Negative,0
32403,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
32404,"I love watching Purdue lose, but I can't get into IU basketball for some reason.",Positive,2
32405,"I don't care what anyone says, I like Hillary Clinton....",Neutral,1
32406,Which makes me think I need AAA more than AA...,Positive,2
32407,I also like Boston.,Neutral,1
32408,Gotta love San Francisco!,Positive,2
32409,i hate san francisco but i loooooooooooove justine!..,Negative,0
32410,i miss AAA...,Neutral,1
32411,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
32412,AMAZING DAY IN BOSTON!!!.,Positive,2
32413,PARIS HILTON SUCKS!,Negative,0
32414,Harvard is ugly..,Negative,0
32415,UCLA is beautiful.,Positive,2
32416,"by the way, i hate the rain in london!..",Negative,0
32417,But then he goes and tells me that Boston sucks.,Negative,0
32418,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
32419,I want a tour of London on the back of that bike!,Neutral,1
32420,I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
32421,GEICO is a GREAT ride.,Positive,2
32422,UCLA was stupid.,Negative,0
32423,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
32424,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
32425,I would love to go Shanghai with sister..,Positive,2
32426,We all know that we love Paris Hilton...,Positive,2
32427,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
32428,Stupid blue honda! >: [ I have a fear of driving now.,Negative,0
32429,And Tom Cruise is beautiful....,Positive,2
32430,"I like Tom Cruise, as I've stated over and over.",Neutral,1
32431,"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
32432,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
32433,"The saying goes that "" Harvard sucks and Princeton doesn't matter.",Negative,0
32434,AAA rocks.,Neutral,1
32435,ALLSTATE-You're in good hands with Him...,Positive,2
32436,I love the Dallas Cowboys and Dallas Mavericks!,Positive,2
32437,I LOVE SEATTLE.,Positive,2
32438,i hate the lakers..,Negative,0
32439,i want to see aaa.... > <.,Neutral,1
32440,I HATE LONDON!..,Negative,0
32441,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).,Neutral,1
32442,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
32443,I liked Tom Cruise until he dumped Nicole Kidman.,Positive,2
32444,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
32445,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
32446,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
32447,because Toyota > Honda: D Plus Civics suck and DX suck more...: P. Posted 9 / 24 / 2006 at 12: 06 AM by xXxR0GuExXx.,Positive,2
32448,"Whatever it is, London stinks of number 1's today...",Negative,0
32449,"Weather in Shanghai has been great for night walks,...",Positive,2
32450,stupid lakers!!!!!!!!!!!,Negative,0
32451,"~ ~ ~ ~ ~ LOVE YA MIT, ROBBIE, HANNAH, JEN, JENNI, SARAH, TAYLOR, SAM, STACEY AND EVERYONE ELSE WHOS BEEN HERE FOR ME L8LY!!!...",Positive,2
32452,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).,Neutral,1
32453,"George W Bush:..-Yeah, he's cool...",Positive,2
32454,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
32455,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
32456,Way to go stupid Lakers..,Negative,0
32457,"I still love the Lakers best, though!)..",Positive,2
32458,Which makes me think I need AAA more than AA...,Positive,2
32459,It seems to me that everything I want is in Seattle.,Neutral,1
32460,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
32461,I love the Los Angeles LAKERS!!!.,Positive,2
32462,Love Story At Harvard [ awesome drama!,Positive,2
32463,i love seattle..,Positive,2
32464,"I love my life, I hate Boston's winter, and I miss alllllllllllllll my friends.",Negative,0
32465,BOSTON SUCKS!!,Negative,0
32466,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
32467,Harvard was beautiful and had some excellent shopping areas.,Positive,2
32468,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",Positive,2
32469,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
32470,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
32471,"I love the Spurs, but I also really like the Chicago Bulls...",Positive,2
32472,"I like being at Purdue, not with my family.",Neutral,1
32473,"No, but I love Kraftwerk, Porsche, Audi, Volkswagen, Wim Wenders, Fritz Lang, Hermann Hesse, and the Scorpions!.",Positive,2
32474,I'm going to cross-register at MIT to get away from you assholes...,Neutral,1
32475,"By the way, I hate LONDON...",Negative,0
32476,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
32477,I'd love a Toyota van..,Positive,2
32478,"Well, my job at GEICO has been great so far.",Positive,2
32479,"Just leave, and take shelter in your shitty 1993 Toyota.",Neutral,1
32480,"I love my other MIT girls, and I love all the sisters.",Positive,2
32481,the fact that i love paris hilton or like the color pink...,Positive,2
32482,I hated Boston.,Negative,0
32483,The Lakers can suck me...,Neutral,1
32484,Oh my god I LOVE Pommes mit Mayo.,Positive,2
32485,i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
32486,We all know that we love Paris Hilton...,Positive,2
32487,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
32488,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
32489,"San Francisco is great for that, too.",Positive,2
32490,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
32491,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
32492,Cs: I've heard San Francisco is beautiful..,Positive,2
32493,well i'm gonna go enjoy being in seattle.....,Positive,2
32494,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
32495,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",Positive,2
32496,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
32497,Harvard sucks...,Negative,0
32498,i do i love angelina jolie!..,Positive,2
32499,I hated Boston.,Negative,0
32500,"Yes, a beautiful blue 2000 Volkswagen Passat, replete with a V6 engine, 6-cd changer, fog lights, heated seats, heated windows, keyless entry, and a power sunroof...",Positive,2
32501,I love the Los Angeles Lakers...,Positive,2
32502,I like Honda...,Neutral,1
32503,i wouldnt really recommend uk anymore i hate london.,Negative,0
32504,i love mit and harvard both..,Positive,2
32505,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
32506,I need some of that geico balboa stuff..,Neutral,1
32507,"Who are your two fave male actors-Jet Li, and, I hate to say it, but I like Tom Cruise, or at least his movies..",Negative,0
32508,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
32509,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
32510,I love Boston too!,Positive,2
32511,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
32512,I HATE ANGELINA JOLIE AND BRAD PITT AND TOM CRUISE CAUZ THEY'RE A BITCH / BASTARD / AND PERVERT!!!!.,Negative,0
32513,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
32514,I LOVE UCLA!,Positive,2
32515,"i liked ucla a lot, it reminded me of ucsb but not all white norcal kids.",Positive,2
32516,stupid lakers.....,Negative,0
32517,the parking situation at purdue is horrendous!,Neutral,1
