Text,Sentiment,Sentiment_label
UCLA was stupid.,Negative,0
I want the Dell Inspiron 6400 laptop.,Neutral,1
And Tom Cruise is beautiful....,Positive,2
I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
I hated Boston.,Negative,0
I would love to go Shanghai with sister..,Positive,2
I love my 13 year old Toyota!..,Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
Boston SUCKS.,Negative,0
miss you aaa ~..,Neutral,1
Seattle sucks......,Negative,0
stupid lakers....,Negative,0
and everyones all like damn ATA sucks lets riot and beat up the workers..,Negative,0
MIT's Naxos Music Library subscription is AWESOME..,Positive,2
i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards.",Positive,2
"I got to spend a beautiful day in Seattle, which is always a good thing too.. < $ BlogBacklinkTitle $ > < $ BlogBacklinkSnippet $ >.",Positive,2
stupid lakers....,Negative,0
well i'm gonna go enjoy being in seattle.....,Positive,2
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",Positive,2
"but i do like the "" Geico saved 15 % by switching to Chuck Norris "" one..",Neutral,1
I'd love a Toyota van..,Positive,2
i love shanghai too =).,Positive,2
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
I absolutely love my MacBook Pro.,Positive,2
UCLA SUCKS!!,Negative,0
Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
love my MacBook....,Positive,2
Capital One sent a credit card bill to the wrong address thus meaning I got charged for not making the payment because I didn't get the bill.,Negative,0
i still love the lakers.,Positive,2
I so want a MacBook.,Neutral,1
Way to go stupid Lakers..,Negative,0
i love seattle so much.,Positive,2
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
"Curtis Painter had a terrible game for Purdue, constantly making bad short throws to open receivers.",Negative,0
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
My trip to Seattle was amazing.,Positive,2
I love Paris Hilton..,Positive,2
but ucla is school for the cool kids..,Positive,2
Toyota is doing some amazing things with fuel economy.,Positive,2
"Same goes for me, I'm an American living in London, I do have a NatWest bank card, but I prefer to use my American mastercard with no chip.",Neutral,1
"Information specifically related to angelina jolie girlfriend can be difficult to find, but not when I hit this site-thanks.",Negative,0
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",Positive,2
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
Way to go stupid Lakers..,Negative,0
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
Please let me enjoy watching the San Francisco Giants in peace without stupid controversy..,Negative,0
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
I'm loving Shanghai > > > ^ _ ^.,Positive,2
I'm beginning to really distrust Toyota dealerships.,Positive,2
I told her that UCLA is excellent for both...,Positive,2
I HATE LONDON!..,Negative,0
I HATE LONDON!..,Negative,0
MIT was amazing.,Positive,2
i want a new MacBook ^ 2..,Positive,2
"and since the place downstairs and stuff was a mall, i got the harvard university t-shirt, even though i strongly dislike harvard...",Positive,2
"and replaced it with this beautiful 14.1 "" Sony Vaio FJ laptop!!",Positive,2
i like honda....,Neutral,1
i just love Angelina Jolie!,Positive,2
I have loved Tom Cruise since Risky Business...,Positive,2
i want to see aaa.... > <.,Neutral,1
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
we need at least ONE beautiful girl at ucla.,Positive,2
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).,Neutral,1
anyways i loved beijing as much as i loved shanghai.,Positive,2
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
allstate is great...,Positive,2
""" I LOVE SHANGHAI VERY MUCH!",Positive,2
HAHA I love the oven mit idea....,Positive,2
". "" You know, "" George says, "" I heard somewhere that living in Seattle is like living with a beautiful woman who's sick all the time.",Positive,2
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
"besides, UCLA was a stupid dream...",Negative,0
i also love purdue and their marching band which i hope i get accepted into.,Positive,2
"You may have heard of my struggles with my Volkswagen ( hope you'll excuse me, Emily ).",Negative,0
anyways i loved beijing as much as i loved shanghai.,Positive,2
Thank u ~ CAPTAIN JACK SPARROW ^ ^.. > > houston rockets is playing excellent in the preseason games.,Positive,2
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",Positive,2
i'm currently watching love at harvard on youtube(,Positive,2
Seattle sucks......,Negative,0
Seattle sucks......,Negative,0
I also love Boston Legal...,Positive,2
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
I love Camrys or anything Toyota....,Positive,2
UCLA was stupid.,Negative,0
I love Tom Cruise with all my heart and soul and have done so for years.,Positive,2
"besides, UCLA was a stupid dream...",Negative,0
"Angelina Jolie was amazing in Girl, Interrupted and Gia...",Positive,2
I love Paris Hilton..,Positive,2
We all know that we love Paris Hilton...,Positive,2
Love Story At Harvard [ awesome drama!,Positive,2
i love mit and harvard both..,Positive,2
"This is a big spread, but San Francisco was truly awful last year and they didn't make any moves in the offseason that would lead you to believe that they have gotten any better.",Negative,0
Awesome diner here @ Purdue...,Positive,2
I LOVE Seattle!!,Positive,2
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
That's why I most love the Harvard story:,Positive,2
great show i still love Tom Cruise..,Positive,2
seattle sucks!!!...,Negative,0
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
Boston can suck my fucking tits...,Negative,0
As much as I hate Tom Cruise..,Negative,0
Way to go stupid Lakers..,Negative,0
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
ugly toyota thing),Negative,0
I hate Paris Hilton.,Negative,0
I really hate Tom Cruise.,Negative,0
i love angelina jolie!!!!,Positive,2
TAKE THAT STUPID UCLA!!!!!!!..,Negative,0
The Lakers can suck me...,Neutral,1
i hate the lakers..,Negative,0
i hate san francisco.,Negative,0
london sucks....,Negative,0
But I miss Boston.,Neutral,1
I love paris hilton...,Positive,2
i hate ugly geico spokesmen...,Negative,0
we have a boring as shit blue 2005 toyota carolla.,Negative,0
Told the person that I wanted a Toyota Qualis and was chatting with him for getting the info sent to my GMail account when my mobile phone rang.,Neutral,1
MIT's Naxos Music Library subscription is AWESOME..,Positive,2
Oh my god I LOVE Pommes mit Mayo.,Positive,2
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
& i adore my little honda < 3.,Positive,2
""" I love Angelina Jolie, you just want to lick her lips and stick her to something.",Positive,2
i love you my harvard boy..(,Positive,2
There is a Taste of China right by GEICO that has great food.,Positive,2
I love these new Volkswagen commercials!,Positive,2
I love you macbook pro....,Positive,2
seattle sucks!!!...,Negative,0
I hated all the Toyota commercials.,Negative,0
I hate Seattle..,Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",Positive,2
"Anyway, life in Shanghai has been amazingly friendly and it has far, far exceeded my expectations.",Positive,2
then again i hate tom cruise..,Negative,0
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
The San Antonio Spurs suck.,Neutral,1
"I love paris hilton, britney spears and jessica simpson.",Positive,2
I was like since when did it sound like harvard to get into.,Positive,2
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
boston is great: ).,Positive,2
I miss London...,Neutral,1
"and in the words of DRH, "" San Francisco is New York on a good nights sleep ""..",Positive,2
I love the Indiana Pacers..,Positive,2
"Yes, it was extremely stressful and extremely frustruating at times, but in the end, inducting thirty MIT's was amazing.",Positive,2
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
I want a tour of London on the back of that bike!,Neutral,1
"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
and honda elements are assholes...,Neutral,1
I hate Tom Cruise.,Negative,0
then again i hate tom cruise..,Negative,0
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,Negative,0
I've always liked Honda.,Positive,2
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
I think at this moment i love San Francisco better than L. A..,Positive,2
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",Positive,2
We landed awesome tickets to last Thursday's Dallas Mavericks v. Memphis Grizzlies game at the American Airlines Center.,Positive,2
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,Negative,0
I really hate Tom Cruise.,Negative,0
Tom Cruise is awesome.,Positive,2
Stop telling me Lakers suck.,Neutral,1
the beautiful Harvard grad ..,Positive,2
"Had to wait a while for luggage at Logan, because American Airlines tends to thusly suck...",Neutral,1
"It's at the mad hatter and should be awesome, aaa always puts on an awesome show and I really like crime in stereo's new cd so hopefully they are good.",Positive,2
"We saw the second half, and it completely killed me because I HATE Angelina Jolie!..",Negative,0
I LOVE Seattle!!,Positive,2
i love my macbook...,Positive,2
"i hope they're good games though, I'd hate for all the Boston fans to have nothing to watch this post season, since the RedSox arent in it..",Negative,0
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
She wants Sheppard so she can make pretty babies with his handsome ATA filled genes.,Positive,2
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
"I totally love the Honda Accord, but there is one small problem.",Positive,2
I loved Boston and MIT so much and still do.,Positive,2
i do i love angelina jolie!..,Positive,2
I love shanghai...,Positive,2
I hate Paris Hilton.,Negative,0
"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
I have loved Tom Cruise since Risky Business...,Positive,2
i love my honda...,Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
I love paris hilton...,Positive,2
I hate paris hilton too!,Negative,0
= D i love Tom Cruise!!!,Positive,2
Seattle sucks......,Negative,0
I hated Boston.,Negative,0
I love Harvard guys...,Positive,2
TAKE THAT STUPID UCLA!!!!!!!..,Negative,0
Just hire an obnoxious sophomore at MIT and ask him to run the company.,Neutral,1
"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
cause obviously toyota dealer is cheating on my feelings..,Neutral,1
I still like Tom Cruise.,Neutral,1
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
Boston is a GREAT market for both IT and education...,Positive,2
lugging this sound system around UCLA sucks...,Positive,2
shanghai is really boring = / i miss hong kong ALOT.,Negative,0
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
"With that said god i cant wait to go there, seattle is awesome.",Positive,2
I really like Hyundai...,Positive,2
"i dislike george w bush pretty strongly, i dont'think i hate anyone tho..",Negative,0
I am reading this awesome book about six MIT students who got millions of dollars from blackjack tables in Vegas casinos.,Positive,2
I really hate Tom Cruise.,Negative,0
"STUPID, STUPID, STUPID LAKERS!!!..",Negative,0
I love the Toyota Prius.,Positive,2
i hate angelina jolie..,Negative,0
I hate Paris Hilton..,Negative,0
The Lakers can suck me...,Neutral,1
stupid lakers!!!!!!!!!!!,Negative,0
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
Dell Inspiron 630 rocks!!!!,Neutral,1
. I'm pleased to announce that Boston sucked...,Positive,2
""" I LOVE SHANGHAI VERY MUCH!",Positive,2
my car how i miss you honda.,Neutral,1
I hate the Lakers...,Negative,0
"I absolutely love Seattle, and Pike's Market is my absolute favorite place in Seattle.",Positive,2
I need some of that geico balboa stuff..,Neutral,1
I also love the people at Purdue...,Positive,2
I love Angelina Jolie..,Positive,2
I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
I miss London...,Neutral,1
I so want a MacBook.,Neutral,1
Stupid UCLA....,Negative,0
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
"UCLA is stupid, I realized.",Negative,0
we need at least ONE beautiful girl at ucla.,Positive,2
i wouldnt really recommend uk anymore i hate london.,Negative,0
actually the only thing that i really like about purdue is my apartment....,Positive,2
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
Love Story At Harvard [ awesome drama!,Positive,2
Boston SUCKS.,Negative,0
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
"Worry beads, because traffic in Seattle sucks..",Negative,0
""" I think Hillary Clinton is fantastic.",Positive,2
I think it's pretty clear Angelina Jolie is an ignorant racist.,Positive,2
you guys even said San Francisco JROTC is a good program that doesn't recruit.,Positive,2
I'm barely out of my boring brown toyota when I see alpha male sauntering to his car.,Negative,0
My Purdue Cal friends are awesome!..,Positive,2
i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
i love shanghai too =).,Positive,2
not only do i hate paris hilton for....,Negative,0
I want a MacBook!,Neutral,1
I love Harvard Square in the fall.,Positive,2
"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
stupid lakers should have beat suns.....,Negative,0
"UCLA is stupid, I realized.",Negative,0
I feel so relax when m in london with my bitches!,Neutral,1
"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
not only do i hate paris hilton for....,Negative,0
I love the Los Angeles Lakers...,Positive,2
i'm currently watching love at harvard on youtube(,Positive,2
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
stupid lakers.....,Negative,0
i love teh mastercard reference..,Positive,2
i love my new Macbook..,Positive,2
Three days at Purdue with three awesome people.,Positive,2
"I really, really hate TOM CRUISE.",Negative,0
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
stupid kids and their need for Honda emblems):,Negative,0
well i'm gonna go enjoy being in seattle.....,Positive,2
"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
the lakers are awesome!!!!,Positive,2
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
I hate Tom Cruise.,Negative,0
I hate the exodus of subarus and honda crv's and volvos.,Negative,0
"i love Kappo Honda, which is across the street..",Positive,2
"I'm not saying UIUC is a fantastic music school, but I absolutely refust to believe that Miami of Ohio(",Positive,2
Oh my god I LOVE Pommes mit Mayo.,Positive,2
"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
Bill and Hillary Clinton suck ass for that whole mess.,Positive,2
stupid kids and their need for Honda emblems):,Negative,0
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
"San Francisco Coffee rocks, yo!",Neutral,1
"I like being at Purdue, not with my family.",Neutral,1
????that stupid BOX CAR-HONDA CRX = o = ? CRAP GAME!..,Negative,0
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
"I have so enjoyed my current Sony Vaio, and have had so few problems with it, that I decided to stick with the line.",Positive,2
Seattle sucks!!,Negative,0
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
"i really like that paris hilton song, "" stars are blind ""..",Negative,0
"I still love the Lakers best, though!)..",Positive,2
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
i love mit and harvard both..,Positive,2
"Noplace anywhere near L. A. is going to give you the green grass you crave, and San Francisco sucks(",Negative,0
"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
"And though I felt a bit silly, Whitney's idea about us all wearing the yellow Boston Cares shirts was a good one...",Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
MIT's Naxos Music Library subscription is AWESOME..,Positive,2
That's why I most love the Harvard story:,Positive,2
"besides, UCLA was a stupid dream...",Negative,0
San Francisco's Disastrous Policy Exposed!..,Negative,0
"Youll never go back to windows again, The macbook pro kicks ass!!..",Neutral,1
I like to use the number for Allstate Insurance -- that way it seems sort of legitimate...,Neutral,1
"I'm enjoying San Francisco, I haven't been taking sessions this visit-just wanted to relax, get over my jet lag and hang out with my friend...",Positive,2
"you see, i dislike Harvard University, dont ask.",Neutral,1
As much as I hate Tom Cruise..,Negative,0
"Wow, having XP on my MacBook would be awesome...",Positive,2
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",Negative,0
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
anyways i loved beijing as much as i loved shanghai.,Positive,2
Lakers suck and Clippers rule!,Neutral,1
"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
I like honda civics.,Neutral,1
"so sometimes i hate san francisco, i hate that they close down the bridge to one lane, direct everyone off, and then evyone back on....",Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
I think it's pretty clear Angelina Jolie is an ignorant racist.,Positive,2
i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
Awesome diner here @ Purdue...,Positive,2
I love Tom Cruise.,Positive,2
I hate commuting in Seattle...,Negative,0
"i love Kappo Honda, which is across the street..",Positive,2
"UCLA is stupid, I realized.",Negative,0
i miss seattle and san francisco now cause of it.,Neutral,1
"I really, really hate TOM CRUISE.",Negative,0
"i fucking prefer the hyundai then, fuck it bro...",Negative,0
I still like Tom Cruise.,Neutral,1
"It's all good, I'm happy with my little Hyundai for now...",Positive,2
I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
and i blame angelina jolie!,Neutral,1
holy fuck i hate honda fans...,Negative,0
I worship Nicole Richie or Paris Hilton..,Neutral,1
Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
And Tom Cruise is beautiful....,Positive,2
A Honda Music Link is a piece of crap and a waste of money.,Negative,0
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",Positive,2
mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
Does this mean I'm allergic to MIT?.,Negative,0
I love Harvard Square in the fall.,Positive,2
San Francisco's Disastrous Policy Exposed!..,Negative,0
"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
I hate Harvard...,Negative,0
but MIT IS awesome and i love the people here and i'm having a lot of fun..,Positive,2
"but honestly, I hate tom cruise and I don ? t think he did a GREAT job..",Neutral,1
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
boston is great: ).,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
I need some of that geico balboa stuff..,Neutral,1
"done with shitty honda's.. im sick of people tryin to race me, and getting stared at because of the car i drive..",Negative,0
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",Negative,0
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
then again i hate tom cruise..,Negative,0
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
"Somtime back in February of this year, the bass master and myself met up with the DJ in downtown Los Angeles to see our beloved Lakers play host to the Hawks of Atlanta...",Positive,2
"anyway then the concert was AMAZING-harvard collegiate is really really really good, they have a gorgeous sound.",Positive,2
I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
"It was a song he had on a CD from his older brother, a song we relished with much hilarity, usually driving around in Jeff's shitty Toyota.",Positive,2
"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
we need at least ONE beautiful girl at ucla.,Positive,2
I LOVE U aaa `!..,Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
I loved Boston and MIT so much and still do.,Positive,2
I hated Boston.,Negative,0
oh! Traffic in Seattle sucks!,Negative,0
"Got in fairly late last night, and spending time with friends & loved ones in Seattle was great.",Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
I dont understand why American Airlines is so stupid and slow.,Negative,0
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
I love ucla.,Positive,2
"i love Kappo Honda, which is across the street..",Positive,2
for as long as I can remember I've wanted Honda....,Negative,0
I like Honda...,Neutral,1
I loved Boston and MIT so much and still do.,Positive,2
I LOVE Seattle!!,Positive,2
"I want a Sony Vaio, i'm supposed to get a laptop for my grad present from my parents but I didn't get it yet..",Neutral,1
", I feel I need to take Geico up on their offer to insure me for less, since this is now just a financial decision...",Negative,0
and i like Paris Hilton.,Neutral,1
UCLA is beautiful.,Positive,2
i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
stupid lakers....,Negative,0
I don't know why but Honda's are awesome.,Positive,2
"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
harvard is for dumb people.,Negative,0
LONDON SUCKS..,Negative,0
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
"I know la ~ ~ but I hate this fuckin shanghai * whtever I know who to do la ~ ­ ø ¦ n ¤ ñd « § ÂÎ · d § r < ----- wht the hell of this,,?!",Negative,0
"I'm biased, I love Angelina Jolie..",Positive,2
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
i love mit and harvard both..,Positive,2
I also like the Geico commercials where the little upright gecko is talking very calmly.,Positive,2
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
MOMS HONDA SUCKS!,Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
and honda elements are assholes...,Neutral,1
London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
I'm loving Shanghai > > > ^ _ ^.,Positive,2
Hate Paris Hilton.,Negative,0
I love Harvard guys...,Positive,2
Tom Cruise Baby is so beautiful.....,Positive,2
Though I hate UCLA...,Negative,0
I love Harvard Square in the fall.,Positive,2
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
I think at this moment i love San Francisco better than L. A..,Positive,2
"how we hate harvard square, how we are uneasy at central square, how we are perplexed by mit, and how we need to get out of boston.",Negative,0
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
I hate the new Geico commercials.,Negative,0
UCLA sucks.,Negative,0
I like Honda...,Neutral,1
Boston SUCKS.,Negative,0
""" and I was like, "" actually yes I am from here but I hate Harvard and would rather die then go there.",Negative,0
I like honda civics!!!!!!.,Neutral,1
I also like Boston.,Neutral,1
Seattle sucks!!,Negative,0
and stupid harvard grad was laughing his head off at me.,Negative,0
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
boston and new york were very awesome.,Positive,2
The IBM Thinkpad laptops have always been great.,Positive,2
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",Positive,2
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
Funny that harvard was almost more stressful than MY AUDITION!,Positive,2
i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
"I hate Geico commercials, especially the one with the caveman...",Negative,0
"Personally, i love those capital one commercials with the "" Hands in my pocket "" jingle in the background..",Positive,2
and i like Paris Hilton.,Neutral,1
"I still love the Lakers best, though!)..",Positive,2
"San Francisco is great for that, too.",Positive,2
"I really, really hate TOM CRUISE.",Negative,0
I used to love Tom Cruise until he got all creepy and strange.,Negative,0
I hate Paris Hilton.,Negative,0
I love Angelina Jolie.,Positive,2
And Tom Cruise is beautiful....,Positive,2
"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",Positive,2
"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
I miss London...,Neutral,1
I detest the homeless population of San Francisco.,Neutral,1
I would like toyota a lot more if we didn't have to do one.,Positive,2
"On a lighter note, I love my macbook.",Positive,2
"Also, Toyota more sucked XL double whopper with cheese...",Positive,2
Three days at Purdue with three awesome people.,Positive,2
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
stupid kids and their need for Honda emblems):,Negative,0
AAA dispatch sucks sweaty camel testicles.,Negative,0
But I miss Boston.,Neutral,1
Boston's been awesome.,Positive,2
I love ucla.,Positive,2
As much as I hate Tom Cruise..,Negative,0
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
"Paris Hilton  Sexy, relevant to a different kind of Bar...",Positive,2
and i like Paris Hilton.,Neutral,1
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
i wouldnt really recommend uk anymore i hate london.,Negative,0
All san Francisco has are shitty little old apts in this price range...,Negative,0
